STATION,DATE,PRCP,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00094846,2017-05-12,0,59,,,,,,,1,,
USW00094846,2017-05-13,0,62,,,,,,,,,
USW00094846,2017-05-14,0,62,,,,,,,,,
USW00094846,2017-05-15,0.02,62,,,1,,,,,,
USW00094846,2017-05-16,0,74,,,,,,,,,
USW00094846,2017-05-17,0.37,78,1,,1,,,,1,,
USW00094846,2017-05-18,0,74,,,1,,,,,,
USW00094846,2017-05-19,0.23,48,1,,,,,,,,
USW00094846,2017-05-20,0.34,51,1,,1,,,,,,
USW00094846,2017-05-21,0.05,61,1,,1,,,,,,
USW00094846,2017-05-22,0.01,58,,,,,,,,,
USW00094846,2017-05-23,0.33,61,1,,,,,,,,
USW00094846,2017-05-24,0.17,57,1,,,,,,,,
USW00094846,2017-05-25,0,59,,,,,,,,,
USW00094846,2017-05-26,0.53,60,1,,,,,,,,
USW00094846,2017-05-27,0,62,,,,,,,,,
USW00094846,2017-05-28,0,68,,,1,,,,1,,
USW00094846,2017-05-29,0,69,,,,,,,,,
USW00094846,2017-05-30,0,64,,,,,,,,,
USW00094846,2017-05-31,0,64,,,,,,,,,
USW00094846,2017-06-01,0,66,,,,,,,,,
USW00094846,2017-06-02,0,71,,,,,,,1,,
USW00094846,2017-06-03,0,73,,,,,,,1,,
USW00094846,2017-06-04,0,80,,,,,,,,,
USW00094846,2017-06-05,0,70,,,,,,,1,,
USW00094846,2017-06-06,0,65,,,,,,,,,
USW00094846,2017-06-07,0,67,,,,,,,,,
USW00094846,2017-06-08,0.06,69,,,1,,,,1,,
USW00094846,2017-06-09,0,74,,,,,,,,,
USW00094846,2017-06-10,0,76,,,,,,,,,
USW00094846,2017-06-11,0,82,,,,,,,,,
USW00094846,2017-06-12,0,85,,,,,,,,,
USW00094846,2017-06-13,0,80,,,1,,,,,,
USW00094846,2017-06-14,0.59,77,1,,1,,,,1,,
USW00094846,2017-06-15,0.07,76,1,,1,,,,,,
USW00094846,2017-06-16,0.22,77,,,1,,,,,,
USW00094846,2017-06-17,0.42,78,1,,1,,,,,,
USW00094846,2017-06-18,0,74,,,,,,,,,
USW00094846,2017-06-19,0.03,70,,,1,,1,,,,
USW00094846,2017-06-20,0,67,,,,,,,,,
USW00094846,2017-06-21,0,68,,,,,,,,,
USW00094846,2017-06-22,0,78,,,,,,,,,
USW00094846,2017-06-23,0.71,77,1,,1,,,,,,
USW00094846,2017-06-24,0.02,70,,,,,,,,,
USW00094846,2017-06-25,0,64,,,,,,,,,
USW00094846,2017-06-26,0,64,,,,,,,,,
USW00094846,2017-06-27,0,65,,,,,,,,,
USW00094846,2017-06-28,1.3,68,1,,1,,,,,,
USW00094846,2017-06-29,0.02,74,,,,,,,,,
USW00094846,2017-06-30,0,73,1,,,,,,,,
USW00094846,2017-07-01,0,75,,,,,,,,,
USW00094846,2017-07-02,0,74,,,,,,,,,
USW00094846,2017-07-03,0.04,73,,,,,,,,,
USW00094846,2017-07-04,0,72,,,,,,,1,,
USW00094846,2017-07-05,0,76,1,,1,,,,1,,
USW00094846,2017-07-06,0,81,,,,,,,1,,
USW00094846,2017-07-07,0,81,,,1,,,,,,
USW00094846,2017-07-08,0,71,,,,,,,,,
USW00094846,2017-07-09,0,73,,,,,,,,,
USW00094846,2017-07-10,0.73,77,1,,1,,,,,,
USW00094846,2017-07-11,0.56,76,1,,1,,,,1,,
USW00094846,2017-07-12,1.77,75,1,,1,,1,,1,,
USW00094846,2017-07-13,0,78,,,,,,,,,
USW00094846,2017-07-14,0,71,,,,,,,,,
USW00094846,2017-07-15,0,70,,,,,,,,,
USW00094846,2017-07-16,0,72,,,,,,,,,
USW00094846,2017-07-17,0,67,,,,,,,,,
USW00094846,2017-07-18,0,74,1,,,,,,1,,
USW00094846,2017-07-19,0.48,80,1,,1,,,,1,,
USW00094846,2017-07-20,1.77,77,1,,1,,,,,,
USW00094846,2017-07-21,1.43,80,1,1,1,,1,,,,
USW00094846,2017-07-22,0.66,77,1,,1,,,,,,
USW00094846,2017-07-23,0.21,79,1,,1,,,,,,
USW00094846,2017-07-24,0,71,,,,,,,,,
USW00094846,2017-07-25,0,71,,,,,,,,,
USW00094846,2017-07-26,0.03,75,1,,,,,,1,,
USW00094846,2017-07-27,0,78,1,,,,,,1,,
USW00094846,2017-07-28,0,74,,,,,,,,,
USW00094846,2017-07-29,0,72,,,,,,,,,
USW00094846,2017-07-30,0,73,,,,,,,,,
USW00094846,2017-07-31,0,76,,,,,,,1,,
USW00094846,2017-08-01,0.92,76,,,1,,,,1,,
USW00094846,2017-08-02,0,77,1,,1,,,,,,
USW00094846,2017-08-03,0.88,75,1,,1,,,,1,,
USW00094846,2017-08-04,0,63,,,,,,,,,
USW00094846,2017-08-05,0,68,,,,,,,,,
USW00094846,2017-08-06,0,71,,,,,,,,,
USW00094846,2017-08-07,0,69,,,,,,,,,
USW00094846,2017-08-08,0,70,,,,,,,,,
USW00094846,2017-08-09,0,73,,,,,,,,,
USW00094846,2017-08-10,0.03,74,1,,1,,,,1,,
USW00094846,2017-08-11,0,71,,,,,,,,,
USW00094846,2017-08-12,0,68,,,,,,,,,
USW00094846,2017-08-13,0,69,,,,,,,,,
USW00094846,2017-08-14,0,72,,,,,,,1,,
USW00094846,2017-08-15,0,75,,,,,,,,,
USW00094846,2017-08-16,0.17,75,1,,1,,,,1,,
USW00094846,2017-08-17,0.02,77,1,,,,,,,,
USW00094846,2017-08-18,0,74,,,,,,,,,
USW00094846,2017-08-19,0,74,,,,,,,,,
USW00094846,2017-08-20,0,75,,,1,,,,,,
USW00094846,2017-08-21,0.03,78,,,1,,,,1,,
USW00094846,2017-08-22,0.02,76,,,,,,,,,
USW00094846,2017-08-23,0,70,,,,,,,,,
USW00094846,2017-08-24,0,67,,,,,,,,,
USW00094846,2017-08-25,0,64,,,,,,,1,,
USW00094846,2017-08-26,0,67,,,,,,,1,,
USW00094846,2017-08-27,0.01,68,,,1,,,,,,
USW00094846,2017-08-28,0.36,70,1,,1,,,,,,
USW00094846,2017-08-29,0.07,68,1,,,,,,1,,
USW00094846,2017-08-30,0,70,1,,,,,,1,,
USW00094846,2017-08-31,0,69,,,,,,,1,,
USW00094846,2017-09-01,0,64,,,,,,,,,
USW00094846,2017-09-02,0.25,62,1,,,,,,1,,
USW00094846,2017-09-03,0,68,,,,,,,,,
USW00094846,2017-09-04,0,73,1,,,,,,1,,
USW00094846,2017-09-05,0,63,,,,,,,,,
USW00094846,2017-09-06,0,58,,,,,,,,,
USW00094846,2017-09-07,0,60,,,,,,,1,,
USW00094846,2017-09-08,0,62,,,,,,,,,
USW00094846,2017-09-09,0,63,,,,,,,1,,
USW00094846,2017-09-10,0,61,,,,,,,,,
USW00094846,2017-09-11,0,62,,,,,,,1,,
USW00094846,2017-09-12,0,65,1,,,,,,,,
USW00094846,2017-09-13,0,66,1,,,,,,1,,
USW00094846,2017-09-14,0,68,1,,,,,,1,,
USW00094846,2017-09-15,0,73,,,,,,,1,,
USW00094846,2017-09-16,0,77,1,,,,,,1,,
USW00094846,2017-09-17,0,77,,,,,,,1,,
USW00094846,2017-09-18,0,68,,,,,,,,,
USW00094846,2017-09-19,0.07,70,1,,,,,,1,,
USW00094846,2017-09-20,0,75,1,,,,,,,,
USW00094846,2017-09-21,0,83,,,,,,,1,,
USW00094846,2017-09-22,0,84,,,,,,,1,,
USW00094846,2017-09-23,0,83,,,,,,,1,,
USW00094846,2017-09-24,0,81,,,,,,,1,,
USW00094846,2017-09-25,0,79,,,,,,,1,,
USW00094846,2017-09-26,0,80,,,,,,,1,,
USW00094846,2017-09-27,0,70,,,,,,,,,
USW00094846,2017-09-28,0,62,,,,,,,,,
USW00094846,2017-09-29,0,64,,,,,,,1,,
USW00094846,2017-09-30,0,61,,,,,,,,,
USW00094846,2017-10-01,0,59,,,,,,,,,
USW00094846,2017-10-02,0,69,,,,,,,1,,
USW00094846,2017-10-03,0,73,,,,,,,,,
USW00094846,2017-10-04,0.03,71,1,,,,,,,,
USW00094846,2017-10-05,0.01,65,,,,,,,1,,
USW00094846,2017-10-06,0.3,64,1,,,,,,,,
USW00094846,2017-10-07,0.43,69,1,,,,,,,,
USW00094846,2017-10-08,0,65,,,,,,,,,
USW00094846,2017-10-09,0,66,,,,,,,1,,
USW00094846,2017-10-10,0.78,62,1,,,,,,,,
USW00094846,2017-10-11,0.79,59,1,,,,,,1,,
USW00094846,2017-10-12,0,58,1,,,,,,1,,
USW00094846,2017-10-13,0,61,,,,,,,,,
USW00094846,2017-10-14,4.19,64,1,,1,,,,,,
USW00094846,2017-10-15,0.2,60,1,,,,,,,,
USW00094846,2017-10-16,0,52,,,,,,,,,
USW00094846,2017-10-17,0,57,,,,,,,,,
USW00094846,2017-10-18,0,59,,,,,,,,,
USW00094846,2017-10-19,0,61,,,,,,,1,,
USW00094846,2017-10-20,0,61,,,,,,,1,,
USW00094846,2017-10-21,0,67,,,,,,,1,,
USW00094846,2017-10-22,0.37,66,1,,,,,,1,,
USW00094846,2017-10-23,0.73,52,1,,,,,,,,
USW00094846,2017-10-24,0.87,48,1,,,,,,,,
USW00094846,2017-10-25,0,44,,,,,,,,,
USW00094846,2017-10-26,0,47,,,,,,,,,
USW00094846,2017-10-27,0,45,,,,,,,1,,
USW00094846,2017-10-28,0,38,1,,,,,,,,
USW00094846,2017-10-29,0,40,,,,,,,,,
USW00094846,2017-10-30,0,45,,,,,,,1,,
USW00094846,2017-10-31,0,38,,,,,,,1,,
USW00094846,2017-11-01,0.23,39,1,,,,,,1,,
USW00094846,2017-11-02,0.02,47,1,,,,,,1,,
USW00094846,2017-11-03,0,44,,,,,,,,,
USW00094846,2017-11-04,0.48,46,1,,1,,,,,,
USW00094846,2017-11-05,0.02,49,1,1,,,,,1,,
USW00094846,2017-11-06,0,41,,,,,,,,,
USW00094846,2017-11-07,0,40,,,,,,,,,
USW00094846,2017-11-08,0,37,,,,,,,,,
USW00094846,2017-11-09,0,39,,,,,,,,,
USW00094846,2017-11-10,0,24,,,,,,,,,
USW00094846,2017-11-11,0,29,,,,,,,,,
USW00094846,2017-11-12,0.13,38,1,,,1,,,,,
USW00094846,2017-11-13,0,36,1,,,,,,1,,
USW00094846,2017-11-14,0,39,1,,,,,,1,,
USW00094846,2017-11-15,0.17,48,1,,,,,,,,
USW00094846,2017-11-16,0,36,,,,,,,,,
USW00094846,2017-11-17,0.14,38,1,,1,,,,1,,
USW00094846,2017-11-18,0.54,43,1,,,,,,,,
USW00094846,2017-11-19,0,35,,,,,,,,,
USW00094846,2017-11-20,0,38,,,,,,,,,
USW00094846,2017-11-21,0.02,43,,,,,,,,,
USW00094846,2017-11-22,0,29,,,,,,,1,,
USW00094846,2017-11-23,0,36,,,,,,,,,
USW00094846,2017-11-24,0,44,,,,,,,,,
USW00094846,2017-11-25,0,49,,,,,,,,,
USW00094846,2017-11-26,0,38,,,,,,,,,
USW00094846,2017-11-27,0,44,,,,,,,,,
USW00094846,2017-11-28,0,55,,,,,,,1,,
USW00094846,2017-11-29,0,43,,,,,,,,,
USW00094846,2017-11-30,0,46,,,,,,,,,
USW00094846,2017-12-01,0,41,,,,,,,1,,
USW00094846,2017-12-02,0,42,,,,,,,1,,
USW00094846,2017-12-03,0,43,,,,,,,1,,
USW00094846,2017-12-04,0.16,55,,,1,,,,1,,
USW00094846,2017-12-05,0,41,,,,,,,,,
USW00094846,2017-12-06,0,31,,,,,,,,,
USW00094846,2017-12-07,0,25,,,,,,,,,
USW00094846,2017-12-08,0.01,25,,,,,,,1,,
USW00094846,2017-12-09,0.03,30,1,,,,,,1,,
USW00094846,2017-12-10,0,26,,,,,,,,,
USW00094846,2017-12-11,0.08,31,1,,,,,,1,,
USW00094846,2017-12-12,0,24,,,,,,,,,
USW00094846,2017-12-13,0,26,1,,,,,,,,
USW00094846,2017-12-14,0,24,,,,,,,,,
USW00094846,2017-12-15,0,26,,,,,,,1,,
USW00094846,2017-12-16,0,38,1,,,,,,1,,
USW00094846,2017-12-17,0,35,1,,,,,,1,,
USW00094846,2017-12-18,0.01,42,1,,,,,,,,
USW00094846,2017-12-19,0,43,,,,,,,,,
USW00094846,2017-12-20,0,34,,,,,,,,,
USW00094846,2017-12-21,0,35,,,,,,,,,
USW00094846,2017-12-22,0,38,,,,,,,1,,
USW00094846,2017-12-23,0,31,,,,,,,,,
USW00094846,2017-12-24,0.18,21,1,,,,,,1,,
USW00094846,2017-12-25,0.01,16,,,,,,,,,
USW00094846,2017-12-26,0,2,,,,,,,,,
USW00094846,2017-12-27,0,1,,,,,,,,,
USW00094846,2017-12-28,0.03,6,1,,,,,,,,
USW00094846,2017-12-29,0.08,12,1,,,,,,1,,
USW00094846,2017-12-30,0,9,1,,,,,,1,1,
USW00094846,2017-12-31,0,4,,,,,,,,,
